budget,genres,popularity,revenue,runtime,title,vote_average,cast
37000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",6.63839,95404397,113.0,Dolphin Tale,6.7,"['Morgan Freeman', 'Ashley Judd', 'Harry Connick Jr.']"
37000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",127.084938,392616625,122.0,Twilight,5.8,"['Kristen Stewart', 'Robert Pattinson', 'Billy Burke']"
36000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",27.465433,102244770,116.0,John Q,7.0,"['Denzel Washington', 'Robert Duvall', 'Anne Heche']"
65000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",16.865782,117758500,93.0,Blue Streak,6.1,"['Martin Lawrence', 'Luke Wilson', 'Dave Chappelle']"
37000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",100.348805,269994119,110.0,We're the Millers,6.8,"['Jason Sudeikis', 'Jennifer Aniston', 'Will Poulter']"
36500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2.785832,21834845,115.0,The Inhabited Island,5.3,"['Vasily Stepanov', 'Pyotr Fyodorov', 'Юлия Снигирь']"
36000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",9.176339,50159144,95.0,Breakdown,6.6,"['Kurt Russell', 'J. T. Walsh', 'Kathleen Quinlan']"
36000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",23.380757,160000000,134.0,Never Say Never Again,5.8,"['Sean Connery', 'Kim Basinger', 'Klaus Maria Brandauer']"
36000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",33.926473,64572262,101.0,Hot Tub Time Machine,6.0,"['John Cusack', 'Lizzy Caplan', 'Rob Corddry']"
36000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",6.967857,52424533,107.0,Dolphin Tale 2,6.7,"['Morgan Freeman', 'Ashley Judd', 'Nathan Gamble']"
42000000,"[{""id"": 53, ""name"": ""Thriller""}]",11.470135,32168970,124.0,Reindeer Games,5.4,"['Ben Affleck', 'Gary Sinise', 'Charlize Theron']"
36000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",19.854932,44350926,109.0,A Man Apart,5.8,"['Vin Diesel', 'Larenz Tate', 'Timothy Olyphant']"
37000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",29.652536,26250020,105.0,Aloha,5.2,"['Bradley Cooper', 'Emma Stone', 'Rachel McAdams']"
0,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",8.102925,0,130.0,Ghosts of Mississippi,6.2,"['Alec Baldwin', 'James Woods', 'Virginia Madsen']"
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2.79483,0,127.0,Snow Falling on Cedars,6.3,"['Ethan Hawke', 'Youki Kudoh', 'Reeve Carney']"
37000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",11.492474,96047633,114.0,The Rite,5.8,"['Anthony Hopkins', ""Colin O'Donoghue"", 'Alice Braga']"
36000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",70.398356,12532777,106.0,Gattaca,7.5,"['Ethan Hawke', 'Jude Law', 'Gore Vidal']"
36000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",1.068453,3003296,95.0,Isn't She Great,4.6,"['Bette Midler', 'Nathan Lane', 'Stockard Channing']"
37000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",6.293217,63800345,81.0,Space Chimps,5.2,"['Andy Samberg', 'Cheryl Hines', 'Jeff Daniels']"
0,"[{""id"": 35, ""name"": ""Comedy""}]",3.457194,0,95.0,Head of State,5.3,"['Chris Rock', 'Bernie Mac', 'Dylan Baker']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",82.21166,459270619,100.0,The Hangover,7.2,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis']"
36000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",19.167377,156844753,105.0,Ip Man 3,6.5,"['Donnie Yen', 'Lynn Hung', 'Zhang Jin']"
33000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}]",18.316151,310940086,95.0,Austin Powers: The Spy Who Shagged Me,6.2,"['Mike Myers', 'Heather Graham', 'Michael York']"
35000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",44.104469,411348924,126.0,Batman,7.0,"['Jack Nicholson', 'Michael Keaton', 'Kim Basinger']"
0,"[{""id"": 18, ""name"": ""Drama""}]",6.668679,0,112.0,There Be Dragons,5.9,"['Charlie Cox', 'Dougray Scott', 'Wes Bentley']"
35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",36.172182,321731527,118.0,Lethal Weapon 3,6.4,"['Mel Gibson', 'Danny Glover', 'Joe Pesci']"
29000000,"[{""id"": 18, ""name"": ""Drama""}]",25.767395,309208309,129.0,The Blind Side,7.2,"['Sandra Bullock', 'Quinton Aaron', 'Kathy Bates']"
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",21.543389,147934180,88.0,Spy Kids,5.5,"['Alexa PenaVega', 'Daryl Sabara', 'Antonio Banderas']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",50.309843,117000000,98.0,Horrible Bosses,6.5,"['Jennifer Aniston', 'Jason Bateman', 'Charlie Day']"
38000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}]",49.292384,252276927,110.0,True Grit,7.2,"['Jeff Bridges', 'Matt Damon', 'Josh Brolin']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",83.893257,326551094,109.0,The Devil Wears Prada,7.0,"['Meryl Streep', 'Anne Hathaway', 'Emily Blunt']"
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}]",24.616634,139000000,132.0,Star Trek: The Motion Picture,6.2,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",34.005726,173965010,111.0,Identity Thief,5.6,"['Jason Bateman', 'Melissa McCarthy', 'Jon Favreau']"
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",27.714043,182300000,128.0,Cape Fear,7.0,"['Robert De Niro', 'Nick Nolte', 'Jessica Lange']"
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",45.149948,69823199,123.0,21,6.5,"['Jim Sturgess', 'Kevin Spacey', 'Kate Bosworth']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",72.774941,140795793,125.0,Trainwreck,5.9,"['Amy Schumer', 'Bill Hader', 'Brie Larson']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3.74263,68915888,105.0,Guess Who,5.5,"['Bernie Mac', 'Ashton Kutcher', 'Zoe Saldana']"
27000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",29.381878,231976425,162.0,The English Patient,7.0,"['Ralph Fiennes', 'Juliette Binoche', 'Willem Dafoe']"
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",24.860326,126216940,138.0,L.A. Confidential,7.7,"['Kevin Spacey', 'Guy Pearce', 'Danny DeVito']"
35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",11.041659,86369815,100.0,Sky High,5.8,"['Michael Angarano', 'Kurt Russell', 'Kelly Preston']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11.897925,0,90.0,In & Out,6.3,"['Kevin Kline', 'Joan Cusack', 'Tom Selleck']"
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",23.607071,113374103,108.0,Species,5.5,"['Natasha Henstridge', 'Ben Kingsley', 'Michael Madsen']"
1800000,"[{""id"": 27, ""name"": ""Horror""}]",38.204158,25504513,91.0,A Nightmare on Elm Street,7.2,"['John Saxon', 'Ronee Blakley', 'Heather Langenkamp']"
33000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",25.413955,104155843,107.0,The Cell,6.0,"['Jennifer Lopez', ""Vincent D'Onofrio"", 'Vince Vaughn']"
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",28.98027,0,132.0,The Man in the Iron Mask,6.3,"['Leonardo DiCaprio', 'Jeremy Irons', 'Gérard Depardieu']"
35000000,"[{""id"": 18, ""name"": ""Drama""}]",9.525037,60251371,123.0,Secretariat,6.8,"['Diane Lane', 'John Malkovich', 'Scott Glenn']"
34000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",18.39217,95608995,90.0,TMNT,6.0,"['Chris Evans', 'Sarah Michelle Gellar', 'Mako']"
32000000,"[{""id"": 18, ""name"": ""Drama""}]",9.254647,52277485,109.0,Radio,6.8,"['Cuba Gooding Jr.', 'Ed Harris', 'Alfre Woodard']"
35000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",40.526587,150483765,109.0,Friends with Benefits,6.5,"['Justin Timberlake', 'Mila Kunis', 'Patricia Clarkson']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",50.179171,108758521,91.0,Neighbors 2: Sorority Rising,5.6,"['Seth Rogen', 'Rose Byrne', 'Zac Efron']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",31.957947,112544580,125.0,Saving Mr. Banks,7.3,"['Emma Thompson', 'Tom Hanks', 'Paul Giamatti']"
34000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",19.822791,48169908,202.0,Malcolm X,7.2,"['Denzel Washington', 'Angela Bassett', 'Albert Hall']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",38.429648,88058786,134.0,This Is 40,5.6,"['Paul Rudd', 'Leslie Mann', 'Jason Segel']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",13.707843,92219310,88.0,Old Dogs,5.2,"['Robin Williams', 'John Travolta', 'Seth Green']"
35000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",51.927471,91353501,92.0,Underworld: Rise of the Lycans,6.2,"['Bill Nighy', 'Michael Sheen', 'Rhona Mitra']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",14.503568,69307224,91.0,License to Wed,5.2,"['Robin Williams', 'Mandy Moore', 'John Krasinski']"
0,"[{""id"": 35, ""name"": ""Comedy""}]",6.74556,0,80.0,The Benchwarmers,5.2,"['Jon Heder', 'Rob Schneider', 'David Spade']"
30000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",11.120167,58405313,98.0,Must Love Dogs,5.8,"['Diane Lane', 'John Cusack', 'Elizabeth Perkins']"
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",40.370442,41954997,127.0,Donnie Brasco,7.4,"['Johnny Depp', 'Al Pacino', 'Michael Madsen']"
33000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",40.715623,102984862,100.0,Resident Evil,6.4,"['Milla Jovovich', 'Michelle Rodriguez', 'Eric Mabius']"
10700000,"[{""id"": 27, ""name"": ""Horror""}]",36.230204,122200000,114.0,Poltergeist,7.0,"['Craig T. Nelson', 'JoBeth Williams', 'Beatrice Straight']"
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",23.666229,0,104.0,The Ladykillers,6.0,"['Tom Hanks', 'Irma P. Hall', 'Marlon Wayans']"
35000000,"[{""id"": 28, ""name"": ""Action""}]",25.903237,85416905,100.0,Max Payne,5.2,"['Mark Wahlberg', 'Mila Kunis', 'Beau Bridges']"
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",60.231382,173930596,109.0,In Time,6.7,"['Justin Timberlake', 'Amanda Seyfried', 'Cillian Murphy']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",18.38292,77477008,106.0,The Back-Up Plan,5.7,"['Jennifer Lopez', ""Alex O'Loughlin"", 'Danneel Ackles']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14.029012,59901913,112.0,Something Borrowed,5.9,"['Kate Hudson', 'Ginnifer Goodwin', 'John Krasinski']"
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",15.913783,0,95.0,Black Knight,5.1,"['Martin Lawrence', 'Marsha Thomason', 'Tom Wilkinson']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",6.889633,35323292,102.0,The Bad News Bears,6.9,"['Walter Matthau', ""Tatum O'Neal"", 'Ben Piazza']"
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",19.286099,99423521,102.0,Street Fighter,4.1,"['Jean-Claude Van Damme', 'Raúl Juliá', 'Ming-Na Wen']"
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",50.587541,120072577,150.0,The Pianist,8.0,"['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay']"
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",3.721272,0,101.0,The Nativity Story,6.4,"['Keisha Castle-Hughes', 'Oscar Isaac', 'Hiam Abbass']"
40000000,"[{""id"": 27, ""name"": ""Horror""}]",17.157738,68766121,113.0,House of Wax,5.5,"['Elisha Cuthbert', 'Paris Hilton', 'Brian Van Holt']"
27000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",22.636908,115505027,104.0,Closer,6.7,"['Julia Roberts', 'Jude Law', 'Natalie Portman']"
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 36, ""name"": ""History""}]",28.069419,84606030,137.0,J. Edgar,6.0,"['Leonardo DiCaprio', 'Josh Hamilton', 'Geoff Pierson']"
35000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",19.774543,72436439,110.0,Mirrors,6.0,"['Kiefer Sutherland', 'Paula Patton', 'Amy Smart']"
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",11.644243,45479110,101.0,Queen of the Damned,5.4,"['Stuart Townsend', 'Aaliyah', 'Marguerite Moreau']"
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",27.934978,57120318,108.0,Predator 2,5.9,"['Kevin Peter Hall', 'Danny Glover', 'Gary Busey']"
35000000,"[{""id"": 18, ""name"": ""Drama""}]",12.677505,32483410,101.0,Untraceable,5.9,"['Diane Lane', 'Billy Burke', 'Colin Hanks']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",8.737058,40263020,112.0,Blast from the Past,6.3,"['Brendan Fraser', 'Alicia Silverstone', 'Christopher Walken']"
35000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",12.343507,27107960,111.0,Flash Gordon,6.1,"['Sam J. Jones', 'Melody Anderson', 'Max von Sydow']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",14.699342,36098382,102.0,Jersey Girl,5.8,"['Ben Affleck', 'Raquel Castro', 'Liv Tyler']"
45000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",14.513243,30353232,101.0,Alex Cross,5.1,"['Tyler Perry', 'Rachel Nichols', 'Jean Reno']"
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",5.525544,25105255,155.0,Midnight in the Garden of Good and Evil,6.3,"['John Cusack', 'Kevin Spacey', 'Jude Law']"
8900000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",15.079993,4100000,93.0,Heist,5.6,"['Jeffrey Dean Morgan', 'Robert De Niro', 'Kate Bosworth']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}]",23.835055,93246388,109.0,Nanny McPhee and the Big Bang,6.0,"['Emma Thompson', 'Asa Butterfield', 'Ralph Fiennes']"
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 36, ""name"": ""History""}]",5.926966,0,140.0,Hoffa,6.1,"['Jack Nicholson', 'Danny DeVito', 'Armand Assante']"
30000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",25.454549,68369434,104.0,The X Files: I Want to Believe,5.5,"['David Duchovny', 'Gillian Anderson', 'Amanda Peet']"
31000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",22.71592,27388767,96.0,Ella Enchanted,5.9,"['Anne Hathaway', 'Hugh Dancy', 'Cary Elwes']"
35000000,"[{""id"": 18, ""name"": ""Drama""}]",35.120736,50363790,123.0,Concussion,7.0,"['Will Smith', 'Alec Baldwin', 'Albert Brooks']"
35000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 9648, ""name"": ""Mystery""}]",19.893646,82087155,106.0,Abduction,5.6,"['Taylor Lautner', 'Lily Collins', 'Alfred Molina']"
35000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",14.051852,19478106,76.0,Valiant,5.2,"['Ewan McGregor', 'Ricky Gervais', 'Tim Curry']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9.011729,0,111.0,Wonder Boys,6.9,"['Michael Douglas', 'Tobey Maguire', 'Frances McDormand']"
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",19.088655,25871834,85.0,Superhero Movie,4.9,"['Drake Bell', 'Sara Paxton', 'Leslie Nielsen']"
56000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",29.490057,19701164,109.0,Broken City,5.7,"['Mark Wahlberg', 'Russell Crowe', 'Catherine Zeta-Jones']"
35000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",11.195593,19294901,97.0,Cursed,5.1,"['Portia de Rossi', 'Christina Ricci', 'Jesse Eisenberg']"
35000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",17.709888,31083599,91.0,Premium Rush,6.2,"['Joseph Gordon-Levitt', 'Michael Shannon', 'Dania Ramirez']"
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",18.262017,51680201,87.0,Hot Pursuit,5.4,"['Reese Witherspoon', 'Sofía Vergara', 'Michael Mosley']"
35000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10.10364,29882645,132.0,The Four Feathers,6.5,"['Heath Ledger', 'Wes Bentley', 'Kate Hudson']"
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",28.670477,46216641,118.0,Parker,5.7,"['Jason Statham', 'Jennifer Lopez', 'Nick Nolte']"
31000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",16.736734,41512007,98.0,Wimbledon,6.0,"['Kirsten Dunst', 'Paul Bettany', 'Sam Neill']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",13.668633,39340177,92.0,Furry Vengeance,4.6,"['Brendan Fraser', 'Ken Jeong', 'Brooke Shields']"
30000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",9.780588,0,93.0,Bait,5.3,"['Sharni Vinson', 'Phoebe Tonkin', 'Julian McMahon']"
27000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",9.904881,16519460,117.0,Krull,5.8,"['Ken Marshall', 'Lysette Anthony', 'Francesca Annis']"
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",9.789027,63215872,92.0,Lions for Lambs,6.0,"['Robert Redford', 'Meryl Streep', 'Tom Cruise']"
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",6.81729,0,115.0,Flight of the Intruder,5.7,"['Danny Glover', 'Willem Dafoe', 'Brad Johnson']"
35000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",10.73522,18317151,96.0,Walk Hard: The Dewey Cox Story,6.6,"['John C. Reilly', 'Jenna Fischer', 'Tim Meadows']"
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",11.1399,0,111.0,The Shipping News,6.4,"['Kevin Spacey', 'Julianne Moore', 'Cate Blanchett']"
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 37, ""name"": ""Western""}]",6.727949,13678913,94.0,American Outlaws,5.7,"['Colin Farrell', 'Scott Caan', 'Ali Larter']"
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",16.343317,27409889,105.0,The Young Victoria,7.0,"['Emily Blunt', 'Jim Broadbent', 'Mark Strong']"
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",14.818718,12206028,101.0,Whiteout,5.3,"['Kate Beckinsale', 'Gabriel Macht', 'Tom Skerritt']"
32000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",43.862456,54674226,139.0,The Tree of Life,6.5,"['Brad Pitt', 'Sean Penn', 'Jessica Chastain']"
33000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",2.706207,0,91.0,Knock Off,4.7,"['Jean-Claude Van Damme', 'Lela Rochon', 'Paul Sorvino']"
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",27.903999,17508518,110.0,Sabotage,5.5,"['Arnold Schwarzenegger', 'Sam Worthington', 'Mireille Enos']"
35000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",3.746806,11560806,102.0,The Order,4.8,"['Heath Ledger', 'Shannyn Sossamon', 'Benno Fürmann']"
20500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",17.112498,10089373,102.0,Punisher: War Zone,5.6,"['Ray Stevenson', 'Dominic West', 'Julie Benz']"
35000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",10.304172,12506188,83.0,Zoom,4.9,"['Tim Allen', 'Courteney Cox', 'Chevy Chase']"
35000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",37.335721,61181942,123.0,The Walk,6.9,"['Joseph Gordon-Levitt', 'Ben Kingsley', 'Charlotte Le Bon']"
